pre_proCodigoProvincia,pre_depCodigoDepartamento,pre_munCodigoMunicipio,preMesasTotales,preMesasEscrutadas,prePorcenMesasEscrutadas,preVotosValidos,prePorcenVotosValidos,preVotosPositivos,prePorcenVotosPositivos,preVotosEnBlanco,prePorcenVotosEnBlanco,preVotosNulos,prePorcenVotosNulos,preVotosRecurridos,prePorcenVotosRecurridos,preElectores,preTotalVotantes,prePTotalVotantes,preParticipacion,preCandidatos,preParticipEscrutado,prePorcParticipEscrutado,OT_Codigo,OT_Votos,OT_PVotos
"04","021","184",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","021","208",1,1,1.00000000e+02,105,9.45899963e+01,105,1.00000000e+02,0,0.00000000e+00,1,8.99999976e-01,5,4.50000000e+00,173,111,6.41600037e+01,,0,,6.41600037e+01,"9997",2,1.89999998e+00
"04","021","219",1,1,1.00000000e+02,134,9.92600021e+01,129,9.62699966e+01,5,3.73000002e+00,1,7.40000010e-01,0,0.00000000e+00,167,135,8.08399963e+01,,0,,8.08399963e+01,"9997",6,4.65000010e+00
"04","021","221",2,2,1.00000000e+02,337,9.96999969e+01,333,9.88099976e+01,4,1.19000006e+00,1,3.00000012e-01,0,0.00000000e+00,471,338,7.17600021e+01,,0,,7.17600021e+01,"9997",20,6.01000023e+00
"04","021","254",4,4,1.00000000e+02,846,9.48399963e+01,829,9.79899979e+01,17,2.00999999e+00,33,3.70000005e+00,13,1.46000004e+00,1219,892,7.31699982e+01,,0,,7.31699982e+01,"9997",63,7.59999990e+00
"04","021","274",5,5,1.00000000e+02,1017,9.91200027e+01,989,9.72500000e+01,28,2.75000000e+00,9,8.79999995e-01,0,0.00000000e+00,1419,1026,7.23000031e+01,,0,,7.23000031e+01,"9997",69,6.98000002e+00
"04","021","281",44,43,9.77300034e+01,10070,9.61800003e+01,9919,9.85000000e+01,151,1.50000000e+00,384,3.67000008e+00,16,1.50000006e-01,14475,10470,7.23300018e+01,,0,,7.40199966e+01,"9997",804,8.10999966e+00
"04","021","306",2,2,1.00000000e+02,384,9.92200012e+01,382,9.94800034e+01,2,5.19999981e-01,3,7.79999971e-01,0,0.00000000e+00,481,387,8.04599991e+01,,0,,8.04599991e+01,"9997",14,3.66000009e+00
"04","021","338",4,4,1.00000000e+02,880,9.51399994e+01,863,9.80699997e+01,17,1.92999995e+00,45,4.86000013e+00,0,0.00000000e+00,1363,925,6.78700027e+01,,0,,6.78700027e+01,"9997",94,1.08900003e+01
"04","021","381",1,1,1.00000000e+02,137,9.78600006e+01,134,9.78099976e+01,3,2.19000006e+00,3,2.14000010e+00,0,0.00000000e+00,201,140,6.96500015e+01,,0,,6.96500015e+01,"9997",9,6.71999979e+00
"04","021","435",14,14,1.00000000e+02,3242,9.75299988e+01,3181,9.81200027e+01,61,1.88000000e+00,82,2.47000003e+00,0,0.00000000e+00,4741,3324,7.01100006e+01,,0,,7.01100006e+01,"9997",249,7.82999992e+00
"04","021","444",3,3,1.00000000e+02,745,9.70100021e+01,733,9.83899994e+01,12,1.61000001e+00,21,2.73000002e+00,2,2.59999990e-01,1040,768,7.38499985e+01,,0,,7.38499985e+01,"9997",67,9.14000034e+00
"04","021","456",3,3,1.00000000e+02,630,9.69199982e+01,619,9.82500000e+01,11,1.75000000e+00,20,3.07999992e+00,0,0.00000000e+00,850,650,7.64700012e+01,,0,,7.64700012e+01,"9997",47,7.59000015e+00
"04","021","465",5,5,1.00000000e+02,1168,9.48799973e+01,1133,9.70000000e+01,35,3.00000000e+00,63,5.11999989e+00,0,0.00000000e+00,1717,1231,7.16900024e+01,,0,,7.16900024e+01,"9997",106,9.35999966e+00
"04","021","476",4,4,1.00000000e+02,837,9.83499985e+01,824,9.84499969e+01,13,1.54999995e+00,14,1.64999998e+00,0,0.00000000e+00,1103,851,7.71500015e+01,,0,,7.71500015e+01,"9997",65,7.88999987e+00
"04","021","478",3,3,1.00000000e+02,703,9.72300034e+01,695,9.88600006e+01,8,1.13999999e+00,20,2.76999998e+00,0,0.00000000e+00,956,723,7.56299973e+01,,0,,7.56299973e+01,"9997",55,7.90999985e+00
"04","021","482",9,8,8.88899994e+01,1882,9.50500031e+01,1838,9.76600037e+01,44,2.33999991e+00,98,4.94999981e+00,0,0.00000000e+00,2999,1980,6.60199966e+01,,0,,7.42699966e+01,"9997",199,1.08299999e+01
"04","021","488",4,4,1.00000000e+02,868,9.71999969e+01,856,9.86200027e+01,12,1.38000000e+00,25,2.79999995e+00,0,0.00000000e+00,1228,893,7.27200012e+01,,0,,7.27200012e+01,"9997",60,7.01000023e+00
"04","021","489",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","021","505",1,1,1.00000000e+02,249,9.95999985e+01,247,9.91999969e+01,2,8.00000012e-01,1,4.00000006e-01,0,0.00000000e+00,324,250,7.71600037e+01,,0,,7.71600037e+01,"9997",14,5.67000008e+00
"04","021","511",2,2,1.00000000e+02,478,9.85599976e+01,471,9.85400009e+01,7,1.46000004e+00,7,1.44000006e+00,0,0.00000000e+00,648,485,7.48499985e+01,,0,,7.48499985e+01,"9997",21,4.46000004e+00
"04","021","999",283,277,9.78799973e+01,63473,9.65500031e+01,62343,9.82200012e+01,1130,1.77999997e+00,2172,3.29999995e+00,94,1.40000001e-01,93161,65739,7.05599976e+01,,0,,7.21500015e+01,"9997",5599,8.97999954e+00
"04","022","052",2,2,1.00000000e+02,322,1.00000000e+02,314,9.75199966e+01,8,2.48000002e+00,0,0.00000000e+00,0,0.00000000e+00,442,322,7.28499985e+01,,0,,7.28499985e+01,"9997",3,9.59999979e-01
"04","022","084",1,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,337,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","022","340",2,2,1.00000000e+02,355,1.00000000e+02,346,9.74599991e+01,9,2.53999996e+00,0,0.00000000e+00,0,0.00000000e+00,547,355,6.49000015e+01,,0,,6.49000015e+01,"9997",3,8.70000005e-01
"04","022","385",8,7,8.75000000e+01,1614,9.82300034e+01,1564,9.69000015e+01,50,3.09999990e+00,29,1.76999998e+00,0,0.00000000e+00,2733,1643,6.01199989e+01,,0,,6.86900024e+01,"9997",66,4.21999979e+00
"04","022","999",13,11,8.46200027e+01,2291,9.87500000e+01,2224,9.70800018e+01,67,2.92000008e+00,29,1.25000000e+00,0,0.00000000e+00,4059,2320,5.71599998e+01,,0,,6.86200027e+01,"9997",79,3.54999995e+00
"04","023","010",31,31,1.00000000e+02,7654,9.70500031e+01,7491,9.78700027e+01,163,2.13000011e+00,223,2.82999992e+00,10,1.29999995e-01,10623,7887,7.42399979e+01,,0,,7.42399979e+01,"9997",402,5.36999989e+00
"04","023","091",2,2,1.00000000e+02,460,1.00000000e+02,443,9.63000031e+01,17,3.70000005e+00,0,0.00000000e+00,0,0.00000000e+00,562,460,8.18499985e+01,,0,,8.18499985e+01,"9997",15,3.39000010e+00
"04","023","117",5,5,1.00000000e+02,1374,1.00000000e+02,1336,9.72300034e+01,38,2.76999998e+00,0,0.00000000e+00,0,0.00000000e+00,1695,1374,8.10599976e+01,,0,,8.10599976e+01,"9997",33,2.47000003e+00
"04","023","125",5,5,1.00000000e+02,1015,9.74100037e+01,971,9.56699982e+01,44,4.32999992e+00,27,2.58999991e+00,0,0.00000000e+00,1455,1042,7.16200027e+01,,0,,7.16200027e+01,"9997",65,6.69000006e+00
"04","023","162",1,1,1.00000000e+02,286,9.89599991e+01,285,9.96500015e+01,1,3.49999994e-01,3,1.03999996e+00,0,0.00000000e+00,340,289,8.50000000e+01,,0,,8.50000000e+01,"9997",9,3.16000009e+00
"04","023","169",30,30,1.00000000e+02,7001,9.63099976e+01,6824,9.74700012e+01,177,2.52999997e+00,262,3.59999990e+00,6,7.99999982e-02,10077,7269,7.21299973e+01,,0,,7.21299973e+01,"9997",405,5.92999983e+00
"04","023","182",14,14,1.00000000e+02,3178,9.57799988e+01,3095,9.73899994e+01,83,2.60999990e+00,140,4.21999979e+00,0,0.00000000e+00,4628,3318,7.16900024e+01,,0,,7.16900024e+01,"9997",217,7.01000023e+00
"04","023","236",1,1,1.00000000e+02,194,9.70000000e+01,193,9.94800034e+01,1,5.19999981e-01,6,3.00000000e+00,0,0.00000000e+00,260,200,7.69199982e+01,,0,,7.69199982e+01,"9997",6,3.10999990e+00
"04","023","242",13,13,1.00000000e+02,3001,9.70899963e+01,2805,9.34700012e+01,196,6.53000021e+00,90,2.91000009e+00,0,0.00000000e+00,4401,3091,7.02300034e+01,,0,,7.02300034e+01,"9997",233,8.31000042e+00
"04","023","273",2,2,1.00000000e+02,464,9.48899994e+01,456,9.82799988e+01,8,1.72000003e+00,25,5.11000013e+00,0,0.00000000e+00,621,489,7.87399979e+01,,0,,7.87399979e+01,"9997",52,1.13999996e+01
"04","023","315",33,33,1.00000000e+02,7542,9.62399979e+01,7387,9.79400024e+01,155,2.05999994e+00,287,3.66000009e+00,8,1.00000001e-01,11353,7837,6.90299988e+01,,0,,6.90299988e+01,"9997",460,6.23000002e+00
"04","023","322",2,2,1.00000000e+02,306,9.96699982e+01,299,9.77099991e+01,7,2.28999996e+00,1,3.30000013e-01,0,0.00000000e+00,424,307,7.24100037e+01,,0,,7.24100037e+01,"9997",5,1.66999996e+00
"04","023","323",4,4,1.00000000e+02,951,9.65500031e+01,933,9.81100006e+01,18,1.88999999e+00,34,3.45000005e+00,0,0.00000000e+00,1275,985,7.72500000e+01,,0,,7.72500000e+01,"9997",25,2.68000007e+00
"04","023","344",1,1,1.00000000e+02,184,9.89199982e+01,180,9.78300018e+01,4,2.17000008e+00,2,1.08000004e+00,0,0.00000000e+00,226,186,8.23000031e+01,,0,,8.23000031e+01,"0543",1,5.40000021e-01
"04","023","359",124,119,9.59700012e+01,28626,9.69499969e+01,28120,9.82300034e+01,506,1.76999998e+00,884,2.99000001e+00,16,5.00000007e-02,42842,29526,6.89199982e+01,,0,,7.18099976e+01,"9997",2235,7.94999981e+00
"04","023","430",15,15,1.00000000e+02,3541,9.76299973e+01,3475,9.81399994e+01,66,1.86000001e+00,86,2.36999989e+00,0,0.00000000e+00,4910,3627,7.38700027e+01,,0,,7.38700027e+01,"9997",193,5.55000019e+00
"04","023","450",7,7,1.00000000e+02,1907,9.98399963e+01,1840,9.64899979e+01,67,3.50999999e+00,3,1.59999996e-01,0,0.00000000e+00,2309,1910,8.27200012e+01,,0,,8.27200012e+01,"9997",71,3.85999990e+00
"04","023","999",290,285,9.82799988e+01,67684,9.69700012e+01,66133,9.77099991e+01,1551,2.28999996e+00,2073,2.97000003e+00,40,5.99999987e-02,98001,69797,7.12200012e+01,,0,,7.25000000e+01,"9997",4485,6.78000021e+00
"04","024","055",2,2,1.00000000e+02,267,9.92600021e+01,264,9.88799973e+01,3,1.12000000e+00,2,7.40000010e-01,0,0.00000000e+00,389,269,6.91500015e+01,,0,,6.91500015e+01,"9997",4,1.51999998e+00
"04","024","058",4,4,1.00000000e+02,790,9.72900009e+01,770,9.74700012e+01,20,2.52999997e+00,22,2.71000004e+00,0,0.00000000e+00,1188,812,6.83499985e+01,,0,,6.83499985e+01,"9997",22,2.85999990e+00
"04","024","066",2,2,1.00000000e+02,390,9.92399979e+01,386,9.89700012e+01,4,1.02999997e+00,2,5.09999990e-01,1,2.50000000e-01,653,393,6.01800003e+01,,0,,6.01800003e+01,"9997",5,1.29999995e+00
"04","024","210",3,3,1.00000000e+02,454,9.72200012e+01,443,9.75800018e+01,11,2.42000008e+00,13,2.77999997e+00,0,0.00000000e+00,729,467,6.40599976e+01,,0,,6.40599976e+01,"9997",32,7.21999979e+00
"04","024","240",5,5,1.00000000e+02,1278,9.96100006e+01,1234,9.65599976e+01,44,3.44000006e+00,5,3.89999986e-01,0,0.00000000e+00,1715,1283,7.48099976e+01,,0,,7.48099976e+01,"9997",26,2.10999990e+00
"04","024","266",1,1,1.00000000e+02,132,1.00000000e+02,131,9.92399979e+01,1,7.59999990e-01,0,0.00000000e+00,0,0.00000000e+00,149,132,8.85899963e+01,,0,,8.85899963e+01,"9997",4,3.04999995e+00
"04","024","280",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","024","403",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","024","414",4,4,1.00000000e+02,833,9.69700012e+01,811,9.73600006e+01,22,2.64000010e+00,26,3.02999997e+00,0,0.00000000e+00,1145,859,7.50199966e+01,,0,,7.50199966e+01,"9997",50,6.17000008e+00
"04","024","423",1,1,1.00000000e+02,236,9.87399979e+01,234,9.91500015e+01,2,8.50000024e-01,3,1.25999999e+00,0,0.00000000e+00,330,239,7.24199982e+01,,0,,7.24199982e+01,"9997",4,1.71000004e+00
"04","024","424",6,6,1.00000000e+02,1471,9.77399979e+01,1454,9.88399963e+01,17,1.15999997e+00,34,2.25999999e+00,0,0.00000000e+00,1995,1505,7.54400024e+01,,0,,7.54400024e+01,"9997",63,4.32999992e+00
"04","024","467",24,24,1.00000000e+02,5761,9.73000031e+01,5651,9.80899963e+01,110,1.90999997e+00,153,2.57999992e+00,7,1.19999997e-01,8033,5921,7.37099991e+01,,0,,7.37099991e+01,"9997",230,4.07000017e+00
"04","024","999",54,53,9.81500015e+01,11759,9.77600021e+01,11523,9.79899979e+01,236,2.00999999e+00,261,2.17000008e+00,8,7.00000003e-02,16642,12028,7.22699966e+01,,0,,7.25599976e+01,"9997",480,4.17000008e+00
"04","025","085",1,1,1.00000000e+02,98,9.80000000e+01,97,9.89800034e+01,1,1.01999998e+00,2,2.00000000e+00,0,0.00000000e+00,151,100,6.62300034e+01,,0,,6.62300034e+01,"9997",2,2.05999994e+00
"04","025","131",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","025","134",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","025","144",1,1,1.00000000e+02,165,1.00000000e+02,164,9.93899994e+01,1,6.10000014e-01,0,0.00000000e+00,0,0.00000000e+00,243,165,6.79000015e+01,,0,,6.79000015e+01,"9997",0,0.00000000e+00
"04","025","178",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","025","192",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","025","222",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","025","238",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","025","276",4,4,1.00000000e+02,685,9.75800018e+01,663,9.67900009e+01,22,3.21000004e+00,17,2.42000008e+00,0,0.00000000e+00,1055,702,6.65400009e+01,,0,,6.65400009e+01,"9997",24,3.61999989e+00
"04","025","362",2,2,1.00000000e+02,263,9.96200027e+01,255,9.69599991e+01,8,3.03999996e+00,1,3.79999995e-01,0,0.00000000e+00,451,264,5.85400009e+01,,0,,5.85400009e+01,"9997",2,7.79999971e-01
"04","025","391",14,14,1.00000000e+02,2938,9.61100006e+01,2879,9.79899979e+01,59,2.00999999e+00,119,3.89000010e+00,0,0.00000000e+00,4606,3057,6.63700027e+01,,0,,6.63700027e+01,"9997",197,6.84000015e+00
"04","025","392",2,2,1.00000000e+02,471,9.38199997e+01,454,9.63899994e+01,17,3.60999990e+00,31,6.17999983e+00,0,0.00000000e+00,654,502,7.67600021e+01,,0,,7.67600021e+01,"9997",7,1.53999996e+00
"04","025","397",2,2,1.00000000e+02,345,9.60999985e+01,330,9.56500015e+01,15,4.34999990e+00,14,3.90000010e+00,0,0.00000000e+00,600,359,5.98300018e+01,,0,,5.98300018e+01,"9997",23,6.96999979e+00
"04","025","404",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","025","493",6,5,8.33300018e+01,1119,9.88499985e+01,1112,9.93700027e+01,7,6.29999995e-01,13,1.14999998e+00,0,0.00000000e+00,1902,1132,5.95200005e+01,,0,,7.14199982e+01,"9997",31,2.78999996e+00
"04","025","508",6,6,1.00000000e+02,1120,9.74800034e+01,1067,9.52699966e+01,53,4.73000002e+00,29,2.51999998e+00,0,0.00000000e+00,2035,1149,5.64599991e+01,,0,,5.64599991e+01,"9997",49,4.59000015e+00
"04","025","999",44,43,9.77300034e+01,7325,9.68700027e+01,7137,9.74300003e+01,188,2.56999993e+00,237,3.13000011e+00,0,0.00000000e+00,12060,7562,6.27000008e+01,,0,,6.44000015e+01,"9997",360,5.03999996e+00
"04","026","006",1,1,1.00000000e+02,157,1.00000000e+02,153,9.74499969e+01,4,2.54999995e+00,0,0.00000000e+00,0,0.00000000e+00,228,157,6.88600006e+01,,0,,6.88600006e+01,"9997",8,5.23000002e+00
"04","026","013",4,4,1.00000000e+02,805,1.00000000e+02,753,9.35400009e+01,52,6.46000004e+00,0,0.00000000e+00,0,0.00000000e+00,1146,805,7.02399979e+01,,0,,7.02399979e+01,"9997",60,7.96999979e+00
"04","026","018",1,1,1.00000000e+02,141,1.00000000e+02,131,9.29100037e+01,10,7.09000015e+00,0,0.00000000e+00,0,0.00000000e+00,204,141,6.91200027e+01,,0,,6.91200027e+01,"9997",7,5.34000015e+00
"04","026","032",12,12,1.00000000e+02,2835,9.89199982e+01,2667,9.40699997e+01,168,5.92999983e+00,31,1.08000004e+00,0,0.00000000e+00,3872,2866,7.40199966e+01,,0,,7.40199966e+01,"9997",199,7.46000004e+00
"04","026","033",3,3,1.00000000e+02,543,9.98199997e+01,515,9.48399963e+01,28,5.15999985e+00,0,0.00000000e+00,1,1.80000007e-01,856,544,6.35499992e+01,,0,,6.35499992e+01,"9997",12,2.32999992e+00
"04","026","036",91,91,1.00000000e+02,20396,9.70699997e+01,19982,9.79700012e+01,414,2.02999997e+00,582,2.76999998e+00,34,1.59999996e-01,31339,21012,6.70500031e+01,,0,,6.70500031e+01,"9997",1147,5.73999977e+00
"04","026","038",2,2,1.00000000e+02,461,9.82900009e+01,458,9.93499985e+01,3,6.49999976e-01,8,1.71000004e+00,0,0.00000000e+00,630,469,7.44400024e+01,,0,,7.44400024e+01,"9997",12,2.61999989e+00
"04","026","053",23,23,1.00000000e+02,4929,9.59899979e+01,4837,9.81299973e+01,92,1.87000000e+00,205,3.99000001e+00,1,1.99999996e-02,7718,5135,6.65299988e+01,,0,,6.65299988e+01,"9997",313,6.46999979e+00
"04","026","068",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","026","081",2,2,1.00000000e+02,471,9.93700027e+01,458,9.72399979e+01,13,2.75999999e+00,3,6.29999995e-01,0,0.00000000e+00,655,474,7.23700027e+01,,0,,7.23700027e+01,"9997",13,2.83999991e+00
"04","026","088",5,5,1.00000000e+02,892,9.64300003e+01,875,9.80899963e+01,17,1.90999997e+00,26,2.80999994e+00,7,7.59999990e-01,1424,925,6.49599991e+01,,0,,6.49599991e+01,"9997",49,5.59999990e+00
"04","026","094",2,2,1.00000000e+02,343,9.97099991e+01,338,9.85400009e+01,5,1.46000004e+00,1,2.89999992e-01,0,0.00000000e+00,422,344,8.15199966e+01,,0,,8.15199966e+01,"9997",5,1.48000002e+00
"04","026","095",1,1,1.00000000e+02,200,9.95000000e+01,199,9.95000000e+01,1,5.00000000e-01,1,5.00000000e-01,0,0.00000000e+00,241,201,8.34000015e+01,,0,,8.34000015e+01,"9997",2,1.00999999e+00
"04","026","116",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","026","138",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"04","026","174",5,5,1.00000000e+02,1093,1.00000000e+02,1034,9.45999985e+01,59,5.40000010e+00,0,0.00000000e+00,0,0.00000000e+00,1462,1093,7.47600021e+01,,0,,7.47600021e+01,"9997",37,3.57999992e+00
"04","026","186",23,23,1.00000000e+02,5433,9.87500000e+01,5250,9.66299973e+01,183,3.36999989e+00,57,1.03999996e+00,12,2.19999999e-01,7687,5502,7.15800018e+01,,0,,7.15800018e+01,"9997",292,5.55999994e+00
"04","026","224",16,16,1.00000000e+02,3967,9.85100021e+01,3750,9.45299988e+01,217,5.46999979e+00,59,1.47000003e+00,1,1.99999996e-02,5251,4027,7.66900024e+01,,0,,7.66900024e+01,"9997",199,5.30999994e+00
"04","026","304",2,2,1.00000000e+02,363,9.86399994e+01,359,9.89000015e+01,4,1.10000002e+00,5,1.36000001e+00,0,0.00000000e+00,532,368,6.91699982e+01,,0,,6.91699982e+01,"9997",9,2.50999999e+00
"04","026","305",19,17,8.94700012e+01,4232,9.78700027e+01,4138,9.77799988e+01,94,2.22000003e+00,92,2.13000011e+00,0,0.00000000e+00,6527,4324,6.62500000e+01,,0,,7.40299988e+01,"9997",207,5.00000000e+00
"04","026","307",11,11,1.00000000e+02,2372,9.53799973e+01,2275,9.59100037e+01,97,4.09000015e+00,115,4.61999989e+00,0,0.00000000e+00,3495,2487,7.11600037e+01,,0,,7.11600037e+01,"9997",175,7.69000006e+00
"04","026","310",14,14,1.00000000e+02,3219,9.81699982e+01,3115,9.67699966e+01,104,3.23000002e+00,60,1.83000004e+00,0,0.00000000e+00,4570,3279,7.17500000e+01,,0,,7.17500000e+01,"9997",160,5.13999987e+00
"04","026","319",7,7,1.00000000e+02,1747,9.79300003e+01,1697,9.71399994e+01,50,2.85999990e+00,37,2.06999993e+00,0,0.00000000e+00,2382,1784,7.49000015e+01,,0,,7.49000015e+01,"9997",77,4.53999996e+00
"04","026","325",8,8,1.00000000e+02,1859,9.86699982e+01,1791,9.63399963e+01,68,3.66000009e+00,25,1.33000004e+00,0,0.00000000e+00,2462,1884,7.65199966e+01,,0,,7.65199966e+01,"9997",79,4.40999985e+00
"04","026","377",5,5,1.00000000e+02,1042,1.00000000e+02,1005,9.64499969e+01,37,3.54999995e+00,0,0.00000000e+00,0,0.00000000e+00,1518,1042,6.86399994e+01,,0,,6.86399994e+01,"9997",32,3.18000007e+00
"04","026","395",9,9,1.00000000e+02,2018,9.73000031e+01,1967,9.74700012e+01,51,2.52999997e+00,56,2.70000005e+00,0,0.00000000e+00,2827,2074,7.33600006e+01,,0,,7.33600006e+01,"9997",119,6.05000019e+00
"04","026","446",5,5,1.00000000e+02,1073,9.83499985e+01,1046,9.74800034e+01,27,2.51999998e+00,18,1.64999998e+00,0,0.00000000e+00,1601,1091,6.81399994e+01,,0,,6.81399994e+01,"9997",38,3.63000011e+00
"04","026","479",1,1,1.00000000e+02,27,1.00000000e+02,27,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,35,27,7.71399994e+01,,0,,7.71399994e+01,"9997",0,0.00000000e+00
"04","026","496",4,4,1.00000000e+02,1010,9.51900024e+01,979,9.69300003e+01,31,3.06999993e+00,51,4.80999994e+00,0,0.00000000e+00,1350,1061,7.85899963e+01,,0,,7.85899963e+01,"9997",71,7.25000000e+00
"04","026","510",5,5,1.00000000e+02,1037,9.88600006e+01,981,9.45999985e+01,56,5.40000010e+00,12,1.13999999e+00,0,0.00000000e+00,1596,1049,6.57300034e+01,,0,,6.57300034e+01,"9997",53,5.40000010e+00
"04","026","999",283,281,9.92900009e+01,62679,9.76600037e+01,60794,9.69899979e+01,1885,3.00999999e+00,1444,2.25000000e+00,56,9.00000036e-02,92064,64179,6.97099991e+01,,0,,7.02300034e+01,"9997",3499,5.76000023e+00
"04","999","999",8649,8397,9.70899963e+01,1911408,9.69499969e+01,1874318,9.80599976e+01,37090,1.94000006e+00,58484,2.97000003e+00,1707,9.00000036e-02,2885896,1971599,6.83199997e+01,,0,,7.03300018e+01,"9997",159516,8.51000023e+00
"05","001","011",829,824,9.94000015e+01,199532,9.64000015e+01,194967,9.77099991e+01,4565,2.28999996e+00,7242,3.50000000e+00,207,1.00000001e-01,287888,206981,7.19000015e+01,,0,,7.23099976e+01,"9997",3162,1.62000000e+00
"05","001","048",21,21,1.00000000e+02,4878,9.66299973e+01,4738,9.71299973e+01,140,2.86999989e+00,170,3.36999989e+00,0,0.00000000e+00,7083,5048,7.12699966e+01,,0,,7.12699966e+01,"9997",80,1.69000006e+00
"05","001","999",850,845,9.94100037e+01,204410,9.64100037e+01,199705,9.76999969e+01,4705,2.29999995e+00,7412,3.50000000e+00,207,1.00000001e-01,294971,212029,7.18799973e+01,,0,,7.22900009e+01,"9997",3242,1.62000000e+00
"05","002","022",198,197,9.94899979e+01,50410,9.78000031e+01,49504,9.81999969e+01,906,1.79999995e+00,1118,2.17000008e+00,18,2.99999993e-02,67897,51546,7.59199982e+01,,0,,7.63099976e+01,"9997",38,7.99999982e-02
"05","002","067",9,8,8.88899994e+01,1928,9.86699982e+01,1887,9.78700027e+01,41,2.13000011e+00,26,1.33000004e+00,0,0.00000000e+00,3002,1954,6.50899963e+01,,0,,7.15999985e+01,"9997",8,4.19999987e-01
"05","002","503",13,12,9.23099976e+01,2186,9.95899963e+01,2152,9.84400024e+01,34,1.55999994e+00,6,2.70000011e-01,3,1.40000001e-01,4464,2195,4.91699982e+01,,0,,5.33499985e+01,"0082",2,9.00000036e-02
"05","002","999",220,217,9.86399994e+01,54524,9.79000015e+01,53543,9.81999969e+01,981,1.79999995e+00,1150,2.05999994e+00,21,3.99999991e-02,75363,55695,7.39000015e+01,,0,,7.48700027e+01,"9997",50,9.00000036e-02
"05","003","013",97,97,1.00000000e+02,23495,9.76100006e+01,22985,9.78300018e+01,510,2.17000008e+00,567,2.35999990e+00,8,2.99999993e-02,32805,24070,7.33700027e+01,,0,,7.33700027e+01,"9997",4,1.99999996e-02
"05","003","045",15,15,1.00000000e+02,3238,9.83899994e+01,3164,9.77099991e+01,74,2.28999996e+00,53,1.61000001e+00,0,0.00000000e+00,4941,3291,6.66100006e+01,,0,,6.66100006e+01,"9997",0,0.00000000e+00
