pre_proCodigoProvincia,pre_depCodigoDepartamento,pre_munCodigoMunicipio,preMesasTotales,preMesasEscrutadas,prePorcenMesasEscrutadas,preVotosValidos,prePorcenVotosValidos,preVotosPositivos,prePorcenVotosPositivos,preVotosEnBlanco,prePorcenVotosEnBlanco,preVotosNulos,prePorcenVotosNulos,preVotosRecurridos,prePorcenVotosRecurridos,preElectores,preTotalVotantes,prePTotalVotantes,preParticipacion,preCandidatos,preParticipEscrutado,prePorcParticipEscrutado,OT_Codigo,OT_Votos,OT_PVotos
"14","016","046",16,16,1.00000000e+02,3810,9.84800034e+01,3688,9.68000031e+01,122,3.20000005e+00,59,1.51999998e+00,0,0.00000000e+00,5398,3869,7.16699982e+01,,0,,7.16699982e+01,"9997",252,6.82999992e+00
"14","016","058",111,105,9.45899963e+01,24084,9.73399963e+01,23320,9.68300018e+01,764,3.17000008e+00,635,2.56999993e+00,22,9.00000036e-02,38778,24741,6.37999992e+01,,0,,6.74800034e+01,"9997",2315,9.93000031e+00
"14","016","999",198,192,9.69700012e+01,46000,9.78499985e+01,44492,9.67200012e+01,1508,3.27999997e+00,974,2.06999993e+00,35,7.00000003e-02,68736,47009,6.83899994e+01,,0,,7.05599976e+01,"9997",3826,8.60000038e+00
"14","017","007",41,41,1.00000000e+02,8127,9.89199982e+01,7853,9.66299973e+01,274,3.36999989e+00,88,1.07000005e+00,1,9.99999978e-03,14264,8216,5.75999985e+01,,0,,5.75999985e+01,"9997",301,3.82999992e+00
"14","017","024",35,35,1.00000000e+02,8524,9.90199966e+01,8201,9.62099991e+01,323,3.78999996e+00,82,9.49999988e-01,2,1.99999996e-02,12079,8608,7.12600021e+01,,0,,7.12600021e+01,"9997",337,4.11000013e+00
"14","017","063",22,22,1.00000000e+02,4597,9.89700012e+01,4464,9.71100006e+01,133,2.89000010e+00,48,1.02999997e+00,0,0.00000000e+00,7529,4645,6.16899986e+01,,0,,6.16899986e+01,"9997",158,3.53999996e+00
"14","017","999",98,98,1.00000000e+02,21248,9.89700012e+01,20518,9.65599976e+01,730,3.44000006e+00,218,1.01999998e+00,3,9.99999978e-03,33872,21469,6.33800011e+01,,0,,6.33800011e+01,"9997",856,4.17000008e+00
"14","999","999",2610,2590,9.92300034e+01,633922,9.82699966e+01,614019,9.68600006e+01,19903,3.14000010e+00,10734,1.65999997e+00,454,7.00000003e-02,897359,645110,7.18899994e+01,,0,,7.24400024e+01,"9997",54349,8.85000038e+00
"15","001","009",87,86,9.88499985e+01,22501,9.30800018e+01,22156,9.84700012e+01,345,1.52999997e+00,1643,6.80000019e+00,30,1.19999997e-01,30029,24174,8.05000000e+01,,0,,8.14400024e+01,"9997",2527,1.14099998e+01
"15","001","012",86,85,9.88399963e+01,22810,9.55800018e+01,22572,9.89599991e+01,238,1.03999996e+00,1023,4.28999996e+00,31,1.29999995e-01,29625,23864,8.05500031e+01,,0,,8.15100021e+01,"9997",1187,5.26000023e+00
"15","001","030",588,587,9.98300018e+01,154211,9.51999969e+01,152668,9.90000000e+01,1543,1.00000000e+00,7301,4.51000023e+00,476,2.89999992e-01,202831,161988,7.98600006e+01,,0,,8.00000000e+01,"9997",17664,1.15699997e+01
"15","001","036",41,41,1.00000000e+02,10859,9.58099976e+01,10756,9.90500031e+01,103,9.49999988e-01,461,4.07000017e+00,14,1.19999997e-01,13962,11334,8.11800003e+01,,0,,8.11800003e+01,"9997",687,6.38999987e+00
"15","001","037",91,91,1.00000000e+02,24835,9.52600021e+01,24588,9.90100021e+01,247,9.90000010e-01,1196,4.59000015e+00,39,1.50000006e-01,31894,26070,8.17399979e+01,,0,,8.17399979e+01,"9997",3163,1.28599997e+01
"15","001","045",24,24,1.00000000e+02,6167,9.41399994e+01,6099,9.89000015e+01,68,1.10000002e+00,380,5.80000019e+00,4,5.99999987e-02,7979,6551,8.20999985e+01,,0,,8.20999985e+01,"9997",527,8.64000034e+00
"15","001","052",5,5,1.00000000e+02,1094,9.66399994e+01,1083,9.89899979e+01,11,1.00999999e+00,38,3.35999990e+00,0,0.00000000e+00,1510,1132,7.49700012e+01,,0,,7.49700012e+01,"9997",56,5.17000008e+00
"15","001","056",10,10,1.00000000e+02,2519,9.43799973e+01,2471,9.80899963e+01,48,1.90999997e+00,136,5.09999990e+00,14,5.19999981e-01,3274,2669,8.15199966e+01,,0,,8.15199966e+01,"9997",245,9.92000008e+00
"15","001","516",1,1,1.00000000e+02,201,9.48099976e+01,198,9.85100021e+01,3,1.49000001e+00,11,5.19000006e+00,0,0.00000000e+00,246,212,8.61800003e+01,,0,,8.61800003e+01,"9997",8,4.03999996e+00
"15","001","999",935,932,9.96800003e+01,245320,9.50400009e+01,242713,9.89400024e+01,2607,1.05999994e+00,12191,4.71999979e+00,608,2.39999995e-01,321561,258119,8.02699966e+01,,0,,8.05299988e+01,"9997",26074,1.07399998e+01
"15","002","029",7,7,1.00000000e+02,1773,9.61999969e+01,1766,9.96100006e+01,7,3.89999986e-01,70,3.79999995e+00,0,0.00000000e+00,2377,1843,7.75299988e+01,,0,,7.75299988e+01,"9997",113,6.40000010e+00
"15","002","057",83,81,9.75899963e+01,21149,9.45500031e+01,20920,9.89199982e+01,229,1.08000004e+00,1158,5.17999983e+00,61,2.70000011e-01,28518,22368,7.84300003e+01,,0,,8.04000015e+01,"9997",1440,6.88000011e+00
"15","002","503",1,1,1.00000000e+02,195,9.75000000e+01,193,9.89700012e+01,2,1.02999997e+00,5,2.50000000e+00,0,0.00000000e+00,239,200,8.36800003e+01,,0,,8.36800003e+01,"9997",6,3.10999990e+00
"15","002","506",2,2,1.00000000e+02,327,9.79000015e+01,323,9.87799988e+01,4,1.22000003e+00,7,2.09999990e+00,0,0.00000000e+00,408,334,8.18600006e+01,,0,,8.18600006e+01,"9997",7,2.17000008e+00
"15","002","514",1,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,3,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"15","002","520",2,2,1.00000000e+02,397,9.65899963e+01,391,9.84899979e+01,6,1.50999999e+00,14,3.41000009e+00,0,0.00000000e+00,548,411,7.50000000e+01,,0,,7.50000000e+01,"9997",14,3.57999992e+00
"15","002","999",98,95,9.69400024e+01,24005,9.48000031e+01,23756,9.89599991e+01,249,1.03999996e+00,1257,4.96000004e+00,61,2.39999995e-01,32326,25323,7.83399963e+01,,0,,8.00699997e+01,"9997",1622,6.82999992e+00
"15","003","004",13,13,1.00000000e+02,2711,9.12500000e+01,2653,9.78600006e+01,58,2.14000010e+00,258,8.68000031e+00,2,7.00000003e-02,4594,2971,6.46699982e+01,,0,,6.46699982e+01,"9997",270,1.01800003e+01
"15","003","042",18,18,1.00000000e+02,4492,9.26200027e+01,4402,9.80000000e+01,90,2.00000000e+00,343,7.07000017e+00,15,3.10000002e-01,6185,4850,7.84199982e+01,,0,,7.84199982e+01,"9997",476,1.08100004e+01
"15","003","501",1,1,1.00000000e+02,144,1.00000000e+02,142,9.86100006e+01,2,1.38999999e+00,0,0.00000000e+00,0,0.00000000e+00,182,144,7.91200027e+01,,0,,7.91200027e+01,"9997",3,2.10999990e+00
"15","003","507",1,1,1.00000000e+02,107,8.99199982e+01,106,9.90699997e+01,1,9.30000007e-01,12,1.00799999e+01,0,0.00000000e+00,154,119,7.72699966e+01,,0,,7.72699966e+01,"9997",3,2.82999992e+00
"15","003","999",33,33,1.00000000e+02,7454,9.22099991e+01,7303,9.79700012e+01,151,2.02999997e+00,613,7.57999992e+00,17,2.09999993e-01,11115,8084,7.27300034e+01,,0,,7.27300034e+01,"9997",782,1.07100000e+01
"15","004","006",4,4,1.00000000e+02,800,9.66200027e+01,789,9.86299973e+01,11,1.38000000e+00,28,3.38000011e+00,0,0.00000000e+00,1078,828,7.68099976e+01,,0,,7.68099976e+01,"9997",39,4.94000006e+00
"15","004","007",8,8,1.00000000e+02,1715,9.32600021e+01,1667,9.71999969e+01,48,2.79999995e+00,124,6.73999977e+00,0,0.00000000e+00,2499,1839,7.35899963e+01,,0,,7.35899963e+01,"9997",143,8.57999992e+00
"15","004","040",47,46,9.78700027e+01,11346,9.40299988e+01,11150,9.82699966e+01,196,1.73000002e+00,701,5.80999994e+00,19,1.59999996e-01,16368,12066,7.37200012e+01,,0,,7.53099976e+01,"9997",894,8.02000046e+00
"15","004","510",1,1,1.00000000e+02,88,9.66999969e+01,88,1.00000000e+02,0,0.00000000e+00,3,3.29999995e+00,0,0.00000000e+00,117,91,7.77799988e+01,,0,,7.77799988e+01,"9997",3,3.41000009e+00
"15","004","999",61,60,9.83600006e+01,14001,9.41200027e+01,13744,9.81600037e+01,257,1.84000003e+00,856,5.75000000e+00,19,1.29999995e-01,20142,14876,7.38600006e+01,,0,,7.51500015e+01,"9997",1082,7.86999989e+00
"15","005","014",31,30,9.67699966e+01,7440,9.39700012e+01,7275,9.77799988e+01,165,2.22000003e+00,474,5.98999977e+00,3,3.99999991e-02,10905,7917,7.25999985e+01,,0,,7.50100021e+01,"9997",589,8.10000038e+00
"15","005","047",3,3,1.00000000e+02,664,9.67900009e+01,650,9.78899994e+01,14,2.10999990e+00,22,3.21000004e+00,0,0.00000000e+00,888,686,7.72500000e+01,,0,,7.72500000e+01,"9997",49,7.53999996e+00
"15","005","504",2,2,1.00000000e+02,97,9.50999985e+01,95,9.79400024e+01,2,2.05999994e+00,5,4.90000010e+00,0,0.00000000e+00,178,102,5.72999992e+01,,0,,5.72999992e+01,"9997",6,6.32000017e+00
"15","005","518",1,1,1.00000000e+02,16,1.00000000e+02,16,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,44,16,3.63600006e+01,,0,,3.63600006e+01,"9997",2,1.25000000e+01
"15","005","999",42,41,9.76200027e+01,8836,9.43499985e+01,8647,9.78600006e+01,189,2.14000010e+00,525,5.61000013e+00,4,3.99999991e-02,12882,9365,7.26999969e+01,,0,,7.47300034e+01,"9997",710,8.21000004e+00
"15","006","003",8,8,1.00000000e+02,1770,9.34000015e+01,1745,9.85899963e+01,25,1.40999997e+00,118,6.23000002e+00,7,3.70000005e-01,2448,1895,7.74100037e+01,,0,,7.74100037e+01,"9997",107,6.13000011e+00
"15","006","019",4,4,1.00000000e+02,611,9.25800018e+01,586,9.59100037e+01,25,4.09000015e+00,49,7.42000008e+00,0,0.00000000e+00,866,660,7.62099991e+01,,0,,7.62099991e+01,"9997",61,1.04099998e+01
"15","006","023",4,4,1.00000000e+02,877,9.50199966e+01,860,9.80599976e+01,17,1.94000006e+00,46,4.98000002e+00,0,0.00000000e+00,1210,923,7.62799988e+01,,0,,7.62799988e+01,"9997",72,8.36999989e+00
"15","006","027",3,3,1.00000000e+02,471,9.55400009e+01,462,9.80899963e+01,9,1.90999997e+00,22,4.46000004e+00,0,0.00000000e+00,587,493,8.39899979e+01,,0,,8.39899979e+01,"9997",27,5.84000015e+00
"15","006","508",1,1,1.00000000e+02,214,9.46900024e+01,209,9.76600037e+01,5,2.33999991e+00,12,5.30999994e+00,0,0.00000000e+00,283,226,7.98600006e+01,,0,,7.98600006e+01,"9997",12,5.73999977e+00
"15","006","509",2,2,1.00000000e+02,377,9.86900024e+01,371,9.84100037e+01,6,1.59000003e+00,5,1.30999994e+00,0,0.00000000e+00,504,382,7.57900009e+01,,0,,7.57900009e+01,"9997",10,2.70000005e+00
"15","006","517",2,2,1.00000000e+02,385,1.00000000e+02,346,8.98700027e+01,39,1.01300001e+01,0,0.00000000e+00,0,0.00000000e+00,497,385,7.74599991e+01,,0,,7.74599991e+01,"9997",23,6.65000010e+00
"15","006","519",1,1,1.00000000e+02,213,9.81600037e+01,206,9.67099991e+01,7,3.28999996e+00,4,1.84000003e+00,0,0.00000000e+00,297,217,7.30599976e+01,,0,,7.30599976e+01,"9997",13,6.30999994e+00
"15","006","999",26,26,1.00000000e+02,4980,9.49700012e+01,4845,9.72900009e+01,135,2.71000004e+00,257,4.90000010e+00,7,1.29999995e-01,6772,5244,7.74400024e+01,,0,,7.74400024e+01,"9997",345,7.11999989e+00
"15","007","008",3,3,1.00000000e+02,618,9.70199966e+01,612,9.90299988e+01,6,9.70000029e-01,18,2.82999992e+00,1,1.59999996e-01,920,637,6.92399979e+01,,0,,6.92399979e+01,"9997",28,4.57999992e+00
"15","007","015",3,3,1.00000000e+02,676,9.35000000e+01,654,9.67500000e+01,22,3.25000000e+00,47,6.50000000e+00,0,0.00000000e+00,917,723,7.88399963e+01,,0,,7.88399963e+01,"9997",42,6.42000008e+00
"15","007","016",4,4,1.00000000e+02,984,9.51600037e+01,961,9.76600037e+01,23,2.33999991e+00,49,4.73999977e+00,1,1.00000001e-01,1290,1034,8.01600037e+01,,0,,8.01600037e+01,"9997",51,5.30999994e+00
"15","007","046",3,3,1.00000000e+02,611,9.62200012e+01,596,9.75500031e+01,15,2.45000005e+00,24,3.77999997e+00,0,0.00000000e+00,800,635,7.93799973e+01,,0,,7.93799973e+01,"9997",27,4.53000021e+00
"15","007","999",20,20,1.00000000e+02,3311,9.57500000e+01,3238,9.78000031e+01,73,2.20000005e+00,145,4.19000006e+00,2,5.99999987e-02,4492,3458,7.69800034e+01,,0,,7.69800034e+01,"9997",185,5.71000004e+00
"15","008","024",13,13,1.00000000e+02,3402,9.41100006e+01,3350,9.84700012e+01,52,1.52999997e+00,208,5.75000000e+00,5,1.40000001e-01,4360,3615,8.29100037e+01,,0,,8.29100037e+01,"9997",291,8.68999958e+00
"15","008","502",1,1,1.00000000e+02,302,9.77300034e+01,296,9.80100021e+01,6,1.99000001e+00,7,2.26999998e+00,0,0.00000000e+00,356,309,8.68000031e+01,,0,,8.68000031e+01,"9997",21,7.09000015e+00
"15","008","999",21,21,1.00000000e+02,4386,9.49800034e+01,4315,9.83799973e+01,71,1.62000000e+00,226,4.88999987e+00,6,1.29999995e-01,5590,4618,8.26100006e+01,,0,,8.26100006e+01,"9997",393,9.10999966e+00
"15","009","005",3,3,1.00000000e+02,720,9.91699982e+01,716,9.94400024e+01,4,5.60000002e-01,6,8.29999983e-01,0,0.00000000e+00,892,726,8.13899994e+01,,0,,8.13899994e+01,"9997",17,2.36999989e+00
"15","009","022",15,15,1.00000000e+02,3416,9.26999969e+01,3348,9.80100021e+01,68,1.99000001e+00,259,7.03000021e+00,10,2.70000011e-01,4839,3685,7.61500015e+01,,0,,7.61500015e+01,"9997",235,7.01999998e+00
"15","009","513",1,1,1.00000000e+02,106,9.90699997e+01,105,9.90599976e+01,1,9.39999998e-01,1,9.30000007e-01,0,0.00000000e+00,120,107,8.91699982e+01,,0,,8.91699982e+01,"0513",1,9.39999998e-01
"15","009","999",23,23,1.00000000e+02,4414,9.40800018e+01,4338,9.82799988e+01,76,1.72000003e+00,268,5.71000004e+00,10,2.09999993e-01,6089,4692,7.70599976e+01,,0,,7.70599976e+01,"9997",263,6.05999994e+00
"15","010","002",13,13,1.00000000e+02,3074,9.36600037e+01,3026,9.84400024e+01,48,1.55999994e+00,206,6.28000021e+00,2,5.99999987e-02,4312,3282,7.61100006e+01,,0,,7.61100006e+01,"9997",289,9.55000019e+00
"15","010","054",5,5,1.00000000e+02,1002,9.61600037e+01,990,9.88000031e+01,12,1.20000005e+00,40,3.83999991e+00,0,0.00000000e+00,1558,1042,6.68799973e+01,,0,,6.68799973e+01,"9997",48,4.84999990e+00
"15","010","999",26,26,1.00000000e+02,5082,9.45000000e+01,4981,9.80100021e+01,101,1.99000001e+00,294,5.46999979e+00,2,3.99999991e-02,7176,5378,7.49400024e+01,,0,,7.49400024e+01,"9997",443,8.89000034e+00
"15","011","021",3,3,1.00000000e+02,622,9.43899994e+01,613,9.85500031e+01,9,1.45000005e+00,37,5.61000013e+00,0,0.00000000e+00,872,659,7.55699997e+01,,0,,7.55699997e+01,"9997",29,4.73000002e+00
"15","011","512",1,1,1.00000000e+02,104,8.88899994e+01,103,9.90400009e+01,1,9.59999979e-01,13,1.11099997e+01,0,0.00000000e+00,152,117,7.69700012e+01,,0,,7.69700012e+01,"9997",5,4.84999990e+00
"15","011","999",10,10,1.00000000e+02,1131,9.51999969e+01,1118,9.88499985e+01,13,1.14999998e+00,57,4.80000019e+00,0,0.00000000e+00,1609,1188,7.38300018e+01,,0,,7.38300018e+01,"9997",59,5.28000021e+00
"15","012","033",10,10,1.00000000e+02,2535,9.47300034e+01,2517,9.92900009e+01,18,7.09999979e-01,131,4.90000010e+00,10,3.70000005e-01,3273,2676,8.17600021e+01,,0,,8.17600021e+01,"9997",144,5.71999979e+00
"15","012","505",2,2,1.00000000e+02,319,9.78499985e+01,318,9.96900024e+01,1,3.10000002e-01,7,2.15000010e+00,0,0.00000000e+00,398,326,8.19100037e+01,,0,,8.19100037e+01,"9997",19,5.96999979e+00
"15","012","511",1,1,1.00000000e+02,267,9.81600037e+01,262,9.81299973e+01,5,1.87000000e+00,5,1.84000003e+00,0,0.00000000e+00,329,272,8.26699982e+01,,0,,8.26699982e+01,"9997",15,5.73000002e+00
"15","012","999",13,13,1.00000000e+02,3121,9.53300018e+01,3097,9.92300034e+01,24,7.69999981e-01,143,4.36999989e+00,10,3.10000002e-01,4000,3274,8.18499985e+01,,0,,8.18499985e+01,"9997",187,6.03999996e+00
"15","013","034",9,9,1.00000000e+02,2297,9.39899979e+01,2257,9.82600021e+01,40,1.74000001e+00,144,5.88999987e+00,3,1.19999997e-01,3098,2444,7.88899994e+01,,0,,7.88899994e+01,"9997",225,9.97000027e+00
"15","013","515",2,2,1.00000000e+02,328,9.59100037e+01,322,9.81699982e+01,6,1.83000004e+00,14,4.09000015e+00,0,0.00000000e+00,439,342,7.79000015e+01,,0,,7.79000015e+01,"9997",13,4.03999996e+00
"15","013","999",15,15,1.00000000e+02,2889,9.44700012e+01,2840,9.83000031e+01,49,1.70000005e+00,166,5.42999983e+00,3,1.00000001e-01,3921,3058,7.79899979e+01,,0,,7.79899979e+01,"9997",256,9.01000023e+00
"15","014","020",35,35,1.00000000e+02,8794,9.32500000e+01,8673,9.86200027e+01,121,1.38000000e+00,591,6.26999998e+00,46,4.90000010e-01,12066,9431,7.81600037e+01,,0,,7.81600037e+01,"9997",835,9.63000011e+00
"15","014","999",42,42,1.00000000e+02,9680,9.34499969e+01,9541,9.85599976e+01,139,1.44000006e+00,632,6.09999990e+00,46,4.39999998e-01,13590,10358,7.62200012e+01,,0,,7.62200012e+01,"9997",924,9.68000031e+00
"15","015","041",82,81,9.87799988e+01,18406,9.21999969e+01,18110,9.83899994e+01,296,1.61000001e+00,1526,7.63999987e+00,31,1.59999996e-01,27531,19963,7.25100021e+01,,0,,7.30000000e+01,"9997",2050,1.13199997e+01
"15","015","999",83,82,9.88000031e+01,18461,9.22200012e+01,18164,9.83899994e+01,297,1.61000001e+00,1526,7.61999989e+00,31,1.50000006e-01,27608,20018,7.25100021e+01,,0,,7.29899979e+01,"9997",2055,1.13100004e+01
"15","016","053",29,29,1.00000000e+02,6421,9.16999969e+01,6314,9.83300018e+01,107,1.66999996e+00,549,7.84000015e+00,32,4.60000008e-01,9994,7002,7.00599976e+01,,0,,7.00599976e+01,"9997",615,9.73999977e+00
"15","016","521",2,2,1.00000000e+02,350,9.66900024e+01,346,9.88600006e+01,4,1.13999999e+00,12,3.30999994e+00,0,0.00000000e+00,528,362,6.85599976e+01,,0,,6.85599976e+01,"9997",34,9.82999992e+00
"15","016","999",33,32,9.69700012e+01,6812,9.19800034e+01,6701,9.83700027e+01,111,1.63000000e+00,562,7.59000015e+00,32,4.30000007e-01,10653,7406,6.95199966e+01,,0,,7.00000000e+01,"9997",652,9.72999954e+00
"15","999","999",1481,1471,9.93199997e+01,363883,9.46500015e+01,359341,9.87500000e+01,4542,1.25000000e+00,19718,5.13000011e+00,858,2.19999999e-01,489526,384459,7.85400009e+01,,0,,7.89700012e+01,"9997",36216,1.00799999e+01
"16","001","033",3,3,1.00000000e+02,505,9.74899979e+01,492,9.74300003e+01,13,2.56999993e+00,13,2.50999999e+00,0,0.00000000e+00,812,518,6.37900009e+01,,0,,6.37900009e+01,"9997",11,2.24000001e+00
"16","001","045",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"16","001","061",6,6,1.00000000e+02,1147,9.71999969e+01,1140,9.93899994e+01,7,6.10000014e-01,33,2.79999995e+00,0,0.00000000e+00,1947,1180,6.06100006e+01,,0,,6.06100006e+01,"9997",30,2.63000011e+00
"16","001","068",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"16","001","502",1,1,1.00000000e+02,7,1.00000000e+02,7,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,20,7,3.50000000e+01,,0,,3.50000000e+01,"9997",0,0.00000000e+00
"16","001","999",170,170,1.00000000e+02,35908,9.61800003e+01,35396,9.85699997e+01,512,1.42999995e+00,1395,3.74000001e+00,33,9.00000036e-02,53452,37336,6.98499985e+01,,0,,6.98499985e+01,"9997",1891,5.34000015e+00
"16","002","028",16,14,8.75000000e+01,3203,9.64800034e+01,3172,9.90299988e+01,31,9.70000029e-01,117,3.51999998e+00,0,0.00000000e+00,5561,3320,5.97000008e+01,,0,,6.82300034e+01,"9997",87,2.74000001e+00
"16","002","030",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"16","002","999",17,15,8.82399979e+01,3235,9.64499969e+01,3204,9.90400009e+01,31,9.59999979e-01,119,3.54999995e+00,0,0.00000000e+00,5629,3354,5.95800018e+01,,0,,6.79800034e+01,"9997",88,2.75000000e+00
"16","003","038",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"16","003","056",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"16","003","060",59,59,1.00000000e+02,13379,9.64499969e+01,13206,9.87099991e+01,173,1.28999996e+00,472,3.40000010e+00,21,1.50000006e-01,20208,13872,6.86500015e+01,,0,,6.86500015e+01,"9997",418,3.17000008e+00
"16","003","063",20,20,1.00000000e+02,4706,9.72500000e+01,4631,9.84100037e+01,75,1.59000003e+00,129,2.67000008e+00,4,7.99999982e-02,6787,4839,7.13000031e+01,,0,,7.13000031e+01,"9997",121,2.60999990e+00
"16","003","999",79,79,1.00000000e+02,18085,9.66500015e+01,17837,9.86299973e+01,248,1.37000000e+00,601,3.21000004e+00,25,1.29999995e-01,26995,18711,6.93099976e+01,,0,,6.93099976e+01,"9997",539,3.01999998e+00
"16","004","001",1,1,1.00000000e+02,45,9.37500000e+01,44,9.77799988e+01,1,2.22000003e+00,3,6.25000000e+00,0,0.00000000e+00,67,48,7.16399994e+01,,0,,7.16399994e+01,"9997",0,0.00000000e+00
"16","004","005",1,1,1.00000000e+02,93,9.78899994e+01,90,9.67699966e+01,3,3.23000002e+00,2,2.10999990e+00,0,0.00000000e+00,148,95,6.41900024e+01,,0,,6.41900024e+01,"9997",0,0.00000000e+00
"16","004","006",1,1,1.00000000e+02,52,9.81100006e+01,51,9.80800018e+01,1,1.91999996e+00,1,1.88999999e+00,0,0.00000000e+00,87,53,6.09199982e+01,,0,,6.09199982e+01,"9997",0,0.00000000e+00
"16","004","013",1,1,1.00000000e+02,31,1.00000000e+02,31,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,68,31,4.55900002e+01,,0,,4.55900002e+01,"9997",0,0.00000000e+00
"16","004","047",1,1,1.00000000e+02,34,9.44400024e+01,34,1.00000000e+02,0,0.00000000e+00,2,5.55999994e+00,0,0.00000000e+00,59,36,6.10200005e+01,,0,,6.10200005e+01,"9997",0,0.00000000e+00
"16","004","050",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"16","004","064",1,1,1.00000000e+02,81,9.75899963e+01,80,9.87699966e+01,1,1.23000002e+00,2,2.41000009e+00,0,0.00000000e+00,132,83,6.28800011e+01,,0,,6.28800011e+01,"9997",0,0.00000000e+00
"16","004","066",11,9,8.18199997e+01,1752,9.63700027e+01,1719,9.81200027e+01,33,1.88000000e+00,66,3.63000011e+00,0,0.00000000e+00,3561,1818,5.10499992e+01,,0,,6.23699989e+01,"9997",48,2.78999996e+00
"16","004","999",18,16,8.88899994e+01,2096,9.65000000e+01,2057,9.81399994e+01,39,1.86000001e+00,76,3.50000000e+00,0,0.00000000e+00,4141,2172,5.24500008e+01,,0,,6.21500015e+01,"9997",53,2.57999992e+00
"16","005","021",1,1,1.00000000e+02,130,9.84800034e+01,129,9.92300034e+01,1,7.69999981e-01,2,1.51999998e+00,0,0.00000000e+00,195,132,6.76900024e+01,,0,,6.76900024e+01,"0503",1,7.69999981e-01
"16","005","046",3,3,1.00000000e+02,553,9.80500031e+01,544,9.83700027e+01,9,1.63000000e+00,11,1.95000005e+00,0,0.00000000e+00,863,564,6.53499985e+01,,0,,6.53499985e+01,"9997",9,1.64999998e+00
"16","005","055",1,1,1.00000000e+02,92,1.00000000e+02,91,9.89100037e+01,1,1.09000003e+00,0,0.00000000e+00,0,0.00000000e+00,144,92,6.38899994e+01,,0,,6.38899994e+01,"9997",0,0.00000000e+00
"16","005","062",5,5,1.00000000e+02,930,9.67699966e+01,914,9.82799988e+01,16,1.72000003e+00,30,3.11999989e+00,1,1.00000001e-01,1495,961,6.42799988e+01,,0,,6.42799988e+01,"9997",15,1.63999999e+00
"16","005","065",1,1,1.00000000e+02,100,1.00000000e+02,99,9.90000000e+01,1,1.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,195,100,5.12799988e+01,,0,,5.12799988e+01,"0503",1,1.00000000e+00
"16","005","999",12,12,1.00000000e+02,1903,9.75899963e+01,1874,9.84800034e+01,29,1.51999998e+00,46,2.35999990e+00,1,5.00000007e-02,3040,1950,6.41399994e+01,,0,,6.41399994e+01,"9997",32,1.71000004e+00
"16","006","002",1,1,1.00000000e+02,91,1.00000000e+02,90,9.89000015e+01,1,1.10000002e+00,0,0.00000000e+00,0,0.00000000e+00,135,91,6.74100037e+01,,0,,6.74100037e+01,"9997",0,0.00000000e+00
"16","006","017",1,1,1.00000000e+02,74,9.48700027e+01,73,9.86500015e+01,1,1.35000002e+00,4,5.13000011e+00,0,0.00000000e+00,131,78,5.95400009e+01,,0,,5.95400009e+01,"0050",1,1.35000002e+00
"16","006","026",1,1,1.00000000e+02,114,1.00000000e+02,114,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,335,114,3.40299988e+01,,0,,3.40299988e+01,"9997",0,0.00000000e+00
"16","006","035",18,18,1.00000000e+02,3847,9.52500000e+01,3785,9.83899994e+01,62,1.61000001e+00,191,4.73000002e+00,1,1.99999996e-02,6032,4039,6.69599991e+01,,0,,6.69599991e+01,"9997",91,2.40000010e+00
