vot_proCodigoProvincia,vot_depCodigoDepartamento,vot_munCodigoMunicipio,vot_parCodigo,ordenPartidos,votVotosPartido,votPorcenVotos,votCandidatos
"02","037","999","0008",12,8,3.99999991e-02,0
"02","037","999","0298",8,72,3.60000014e-01,0
"02","037","999","0301",11,47,2.39999995e-01,0
"02","037","999","0503",5,373,1.87000000e+00,0
"02","037","999","0511",3,2866,1.43599997e+01,0
"02","037","999","0518",1,7640,3.82900009e+01,0
"02","037","999","0546",4,622,3.11999989e+00,0
"02","037","999","0567",6,128,6.39999986e-01,0
"02","037","999","0574",2,5206,2.60900002e+01,0
"02","037","999","0810",9,69,3.49999994e-01,0
"02","037","999","0813",10,68,3.40000004e-01,0
"02","037","999","0814",7,106,5.29999971e-01,0
"02","038","999","0008",12,531,2.50000000e-01,0
"02","038","999","0268",14,7,0.00000000e+00,0
"02","038","999","0298",11,661,3.10000002e-01,0
"02","038","999","0301",9,688,3.19999993e-01,0
"02","038","999","0503",5,7004,3.24000001e+00,0
"02","038","999","0511",3,25913,1.19899998e+01,0
"02","038","999","0518",2,50102,2.31900005e+01,0
"02","038","999","0527",13,413,1.89999998e-01,0
"02","038","999","0546",4,11830,5.48000002e+00,0
"02","038","999","0567",6,2377,1.10000002e+00,0
"02","038","999","0574",1,96035,4.44500008e+01,0
"02","038","999","0810",8,761,3.49999994e-01,0
"02","038","999","0813",7,987,4.60000008e-01,0
"02","038","999","0814",10,677,3.10000002e-01,0
"02","044","999","0008",10,3,3.99999991e-02,0
"02","044","999","0298",9,9,1.29999995e-01,0
"02","044","999","0301",7,21,3.00000012e-01,0
"02","044","999","0503",5,81,1.15999997e+00,0
"02","044","999","0511",3,835,1.19399996e+01,0
"02","044","999","0518",1,3098,4.43100014e+01,0
"02","044","999","0546",4,148,2.11999989e+00,0
"02","044","999","0567",6,24,3.40000004e-01,0
"02","044","999","0574",2,2161,3.09099998e+01,0
"02","044","999","0810",12,0,0.00000000e+00,0
"02","044","999","0813",11,0,0.00000000e+00,0
"02","044","999","0814",8,10,1.40000001e-01,0
"02","056","999","0008",11,8,1.09999999e-01,0
"02","056","999","0298",10,15,2.00000003e-01,0
"02","056","999","0301",8,20,2.59999990e-01,0
"02","056","999","0503",5,107,1.40999997e+00,0
"02","056","999","0511",3,1106,1.45299997e+01,0
"02","056","999","0518",1,2312,3.03799992e+01,0
"02","056","999","0546",4,184,2.42000008e+00,0
"02","056","999","0567",6,35,4.60000008e-01,0
"02","056","999","0574",2,2065,2.71299992e+01,0
"02","056","999","0810",7,30,3.89999986e-01,0
"02","056","999","0813",12,0,0.00000000e+00,0
"02","056","999","0814",9,18,2.39999995e-01,0
"02","057","999","0008",10,3,3.99999991e-02,0
"02","057","999","0298",11,2,2.99999993e-02,0
"02","057","999","0301",9,18,2.39999995e-01,0
"02","057","999","0503",5,66,8.79999995e-01,0
"02","057","999","0511",3,931,1.24499998e+01,0
"02","057","999","0518",1,3257,4.35699997e+01,0
"02","057","999","0546",4,159,2.13000011e+00,0
"02","057","999","0567",6,22,2.89999992e-01,0
"02","057","999","0574",2,2157,2.88500004e+01,0
"02","057","999","0810",12,1,9.99999978e-03,0
"02","057","999","0813",8,19,2.50000000e-01,0
"02","057","999","0814",7,22,2.89999992e-01,0
"02","059","999","0008",12,11,9.00000036e-02,0
"02","059","999","0298",10,27,2.19999999e-01,0
"02","059","999","0301",11,20,1.59999996e-01,0
"02","059","999","0503",5,226,1.84000003e+00,0
"02","059","999","0511",3,1332,1.08500004e+01,0
"02","059","999","0518",2,4019,3.27299995e+01,0
"02","059","999","0546",6,203,1.64999998e+00,0
"02","059","999","0567",7,88,7.20000029e-01,0
"02","059","999","0574",1,4102,3.34000015e+01,0
"02","059","999","0810",9,35,2.80000001e-01,0
"02","059","999","0813",4,342,2.77999997e+00,0
"02","059","999","0814",8,64,5.19999981e-01,0
"02","061","999","0008",13,1058,1.40000001e-01,0
"02","061","999","0268",14,24,0.00000000e+00,0
"02","061","999","0298",12,1360,1.80000007e-01,0
"02","061","999","0301",11,2092,2.80000001e-01,0
"02","061","999","0503",5,28550,3.86999989e+00,0
"02","061","999","0511",3,93672,1.26999998e+01,0
"02","061","999","0518",2,177706,2.41000004e+01,0
"02","061","999","0527",9,2643,3.60000014e-01,0
"02","061","999","0546",4,39025,5.28999996e+00,0
"02","061","999","0567",6,8461,1.14999998e+00,0
"02","061","999","0574",1,332935,4.51500015e+01,0
"02","061","999","0810",10,2308,3.10000002e-01,0
"02","061","999","0813",7,5201,7.09999979e-01,0
"02","061","999","0814",8,3345,4.49999988e-01,0
"02","062","999","0008",10,697,2.50000000e-01,0
"02","062","999","0268",14,10,0.00000000e+00,0
"02","062","999","0298",12,456,1.59999996e-01,0
"02","062","999","0301",9,1216,4.30000007e-01,0
"02","062","999","0503",5,11354,4.00000000e+00,0
"02","062","999","0511",3,39332,1.38599997e+01,0
"02","062","999","0518",1,99283,3.49799995e+01,0
"02","062","999","0527",13,401,1.40000001e-01,0
"02","062","999","0546",4,15334,5.40000010e+00,0
"02","062","999","0567",6,3689,1.29999995e+00,0
"02","062","999","0574",2,94333,3.32400017e+01,0
"02","062","999","0810",11,602,2.09999993e-01,0
"02","062","999","0813",7,1880,6.60000026e-01,0
"02","062","999","0814",8,1415,5.00000000e-01,0
"02","063","999","0008",10,3755,9.59999979e-01,0
"02","063","999","0298",13,1106,2.80000001e-01,0
"02","063","999","0301",7,6322,1.62000000e+00,0
"02","063","999","0503",5,18949,4.84999990e+00,0
"02","063","999","0511",3,46919,1.20100002e+01,0
"02","063","999","0518",1,154660,3.95999985e+01,0
"02","063","999","0527",14,862,2.19999999e-01,0
"02","063","999","0546",4,26512,6.78999996e+00,0
"02","063","999","0567",6,6344,1.62000000e+00,0
"02","063","999","0574",2,94812,2.42800007e+01,0
"02","063","999","0809",8,5416,1.38999999e+00,0
"02","063","999","0810",11,2359,6.00000024e-01,0
"02","063","999","0813",9,4124,1.05999994e+00,0
"02","063","999","0814",12,1848,4.69999999e-01,0
"02","064","999","0008",10,5,7.00000003e-02,0
"02","064","999","0298",7,14,2.00000003e-01,0
"02","064","999","0301",8,10,1.50000006e-01,0
"02","064","999","0503",4,250,3.63000011e+00,0
"02","064","999","0511",3,532,7.71999979e+00,0
"02","064","999","0518",2,2570,3.73199997e+01,0
"02","064","999","0546",5,187,2.72000003e+00,0
"02","064","999","0567",6,17,2.50000000e-01,0
"02","064","999","0574",1,2832,4.11199989e+01,0
"02","064","999","0810",12,0,0.00000000e+00,0
"02","064","999","0813",11,0,0.00000000e+00,0
"02","064","999","0814",9,10,1.50000006e-01,0
"02","069","999","0008",12,33,1.40000001e-01,0
"02","069","999","0268",14,0,0.00000000e+00,0
"02","069","999","0298",10,51,2.09999993e-01,0
"02","069","999","0301",8,65,2.70000011e-01,0
"02","069","999","0503",5,753,3.14000010e+00,0
"02","069","999","0511",3,2594,1.08100004e+01,0
"02","069","999","0518",1,11289,4.70400009e+01,0
"02","069","999","0527",13,21,9.00000036e-02,0
"02","069","999","0546",4,1632,6.80000019e+00,0
"02","069","999","0567",7,86,3.60000014e-01,0
"02","069","999","0574",2,5899,2.45799999e+01,0
"02","069","999","0810",11,50,2.09999993e-01,0
"02","069","999","0813",6,97,4.00000006e-01,0
"02","069","999","0814",9,60,2.50000000e-01,0
"02","070","999","0008",12,569,1.59999996e-01,0
"02","070","999","0268",14,15,0.00000000e+00,0
"02","070","999","0298",13,505,1.40000001e-01,0
"02","070","999","0301",9,1230,3.49999994e-01,0
"02","070","999","0503",5,14188,4.05000019e+00,0
"02","070","999","0511",3,46009,1.31400003e+01,0
"02","070","999","0518",2,103976,2.96900005e+01,0
"02","070","999","0527",11,740,2.09999993e-01,0
"02","070","999","0546",4,16405,4.67999983e+00,0
"02","070","999","0567",6,4377,1.25000000e+00,0
"02","070","999","0574",1,133169,3.80299988e+01,0
"02","070","999","0810",10,984,2.80000001e-01,0
"02","070","999","0813",8,1893,5.40000021e-01,0
"02","070","999","0814",7,2303,6.60000026e-01,0
"02","072","999","0008",13,18,1.59999996e-01,0
"02","072","999","0268",14,3,2.99999993e-02,0
"02","072","999","0298",12,21,1.89999998e-01,0
"02","072","999","0301",9,41,3.60000014e-01,0
"02","072","999","0503",5,211,1.87000000e+00,0
"02","072","999","0511",3,1866,1.65499992e+01,0
"02","072","999","0518",1,4667,4.14000015e+01,0
"02","072","999","0527",6,61,5.40000021e-01,0
"02","072","999","0546",4,589,5.21999979e+00,0
"02","072","999","0567",7,54,4.79999989e-01,0
"02","072","999","0574",2,2725,2.41700001e+01,0
"02","072","999","0810",10,39,3.49999994e-01,0
"02","072","999","0813",8,43,3.79999995e-01,0
"02","072","999","0814",11,25,2.19999999e-01,0
"02","086","999","0008",10,2,5.00000007e-02,0
"02","086","999","0298",9,4,1.09999999e-01,0
"02","086","999","0301",8,11,2.89999992e-01,0
"02","086","999","0503",5,25,6.60000026e-01,0
"02","086","999","0511",2,738,1.94099998e+01,0
"02","086","999","0518",1,1966,5.17000008e+01,0
"02","086","999","0546",4,176,4.63000011e+00,0
"02","086","999","0567",6,15,3.89999986e-01,0
"02","086","999","0574",3,474,1.24600000e+01,0
"02","086","999","0810",12,0,0.00000000e+00,0
"02","086","999","0813",11,0,0.00000000e+00,0
"02","086","999","0814",7,12,3.19999993e-01,0
"02","087","999","0008",9,211,3.49999994e-01,0
"02","087","999","0298",12,105,1.70000002e-01,0
"02","087","999","0301",10,188,3.10000002e-01,0
"02","087","999","0503",5,1367,2.25999999e+00,0
"02","087","999","0511",3,6801,1.12200003e+01,0
"02","087","999","0518",1,29091,4.80000000e+01,0
"02","087","999","0546",4,4378,7.21999979e+00,0
"02","087","999","0567",6,518,8.50000024e-01,0
"02","087","999","0574",2,12881,2.12600002e+01,0
"02","087","999","0810",11,145,2.39999995e-01,0
"02","087","999","0813",7,490,8.10000002e-01,0
"02","087","999","0814",8,403,6.60000026e-01,0
"02","091","999","0008",11,18,1.80000007e-01,0
"02","091","999","0298",10,30,3.00000012e-01,0
"02","091","999","0301",8,54,5.29999971e-01,0
"02","091","999","0503",5,415,4.11000013e+00,0
"02","091","999","0511",3,1157,1.14600000e+01,0
"02","091","999","0518",1,5719,5.66500015e+01,0
"02","091","999","0546",4,496,4.90999985e+00,0
"02","091","999","0567",7,93,9.20000017e-01,0
"02","091","999","0574",2,1350,1.33699999e+01,0
"02","091","999","0810",12,0,0.00000000e+00,0
"02","091","999","0813",6,110,1.09000003e+00,0
"02","091","999","0814",9,37,3.70000005e-01,0
"02","092","999","0008",13,632,1.89999998e-01,0
"02","092","999","0268",14,17,9.99999978e-03,0
"02","092","999","0298",12,708,2.09999993e-01,0
"02","092","999","0301",11,735,2.19999999e-01,0
"02","092","999","0503",5,13272,4.01999998e+00,0
"02","092","999","0511",3,42660,1.29099998e+01,0
"02","092","999","0518",2,109124,3.30299988e+01,0
"02","092","999","0527",10,795,2.39999995e-01,0
"02","092","999","0546",4,18739,5.67000008e+00,0
"02","092","999","0567",6,4253,1.28999996e+00,0
"02","092","999","0574",1,115981,3.51100006e+01,0
"02","092","999","0810",9,1352,4.09999996e-01,0
"02","092","999","0813",7,2430,7.40000010e-01,0
"02","092","999","0814",8,1872,5.69999993e-01,0
"02","093","999","0008",9,57,2.70000011e-01,0
"02","093","999","0298",10,55,2.59999990e-01,0
"02","093","999","0301",12,48,2.19999999e-01,0
"02","093","999","0503",5,447,2.08999991e+00,0
"02","093","999","0511",3,4975,2.32900009e+01,0
"02","093","999","0518",1,7450,3.48699989e+01,0
"02","093","999","0546",4,593,2.77999997e+00,0
"02","093","999","0567",6,158,7.40000010e-01,0
"02","093","999","0574",2,5132,2.40200005e+01,0
"02","093","999","0810",7,108,5.09999990e-01,0
"02","093","999","0813",8,66,3.10000002e-01,0
"02","093","999","0814",11,53,2.50000000e-01,0
"02","096","999","0008",10,31,2.09999993e-01,0
"02","096","999","0298",12,15,1.00000001e-01,0
"02","096","999","0301",11,31,2.09999993e-01,0
"02","096","999","0503",6,180,1.20000005e+00,0
"02","096","999","0511",3,2788,1.86399994e+01,0
"02","096","999","0518",1,6665,4.45699997e+01,0
"02","096","999","0546",4,556,3.72000003e+00,0
"02","096","999","0567",8,59,3.89999986e-01,0
"02","096","999","0574",2,3281,2.19400005e+01,0
"02","096","999","0810",7,65,4.30000007e-01,0
"02","096","999","0813",5,187,1.25000000e+00,0
"02","096","999","0814",9,44,2.89999992e-01,0
"02","098","999","0008",11,5,3.99999991e-02,0
"02","098","999","0298",10,23,1.80000007e-01,0
"02","098","999","0301",9,24,1.80000007e-01,0
"02","098","999","0503",5,245,1.88000000e+00,0
"02","098","999","0511",3,1955,1.50299997e+01,0
"02","098","999","0518",1,6247,4.80299988e+01,0
"02","098","999","0546",4,490,3.76999998e+00,0
"02","098","999","0567",8,50,3.79999995e-01,0
"02","098","999","0574",2,3048,2.34400005e+01,0
"02","098","999","0810",12,0,0.00000000e+00,0
"02","098","999","0813",7,97,7.50000000e-01,0
"02","098","999","0814",6,156,1.20000005e+00,0
"02","100","999","0008",10,3,5.00000007e-02,0
"02","100","999","0298",9,7,1.19999997e-01,0
"02","100","999","0301",8,9,1.50000006e-01,0
"02","100","999","0503",5,32,5.50000012e-01,0
"02","100","999","0511",3,440,7.53999996e+00,0
"02","100","999","0518",1,2814,4.82400017e+01,0
"02","100","999","0546",4,187,3.21000004e+00,0
"02","100","999","0567",6,14,2.39999995e-01,0
"02","100","999","0574",2,1286,2.20499992e+01,0
"02","100","999","0810",12,0,0.00000000e+00,0
"02","100","999","0813",11,0,0.00000000e+00,0
"02","100","999","0814",7,12,2.09999993e-01,0
"02","101","999","0008",9,46,2.19999999e-01,0
"02","101","999","0298",8,55,2.70000011e-01,0
"02","101","999","0301",10,41,2.00000003e-01,0
"02","101","999","0503",5,536,2.59999990e+00,0
"02","101","999","0511",3,3298,1.60200005e+01,0
"02","101","999","0518",1,7514,3.65099983e+01,0
"02","101","999","0546",4,1960,9.52000046e+00,0
"02","101","999","0567",6,75,3.60000014e-01,0
"02","101","999","0574",2,4754,2.31000004e+01,0
"02","101","999","0810",7,64,3.10000002e-01,0
"02","101","999","0813",11,40,1.89999998e-01,0
"02","101","999","0814",12,39,1.89999998e-01,0
"02","102","999","0008",8,64,4.30000007e-01,0
"02","102","999","0298",10,42,2.80000001e-01,0
"02","102","999","0301",5,568,3.82999992e+00,0
"02","102","999","0503",6,162,1.09000003e+00,0
"02","102","999","0511",3,2346,1.58199997e+01,0
"02","102","999","0518",1,5819,3.92299995e+01,0
"02","102","999","0546",4,651,4.38999987e+00,0
"02","102","999","0567",9,51,3.40000004e-01,0
"02","102","999","0574",2,3435,2.31599998e+01,0
"02","102","999","0810",7,82,5.50000012e-01,0
"02","102","999","0813",12,31,2.09999993e-01,0
"02","102","999","0814",11,41,2.80000001e-01,0
"02","103","999","0008",12,10,7.00000003e-02,0
"02","103","999","0298",10,30,2.09999993e-01,0
"02","103","999","0301",11,20,1.40000001e-01,0
"02","103","999","0503",5,568,4.00000000e+00,0
"02","103","999","0511",3,1710,1.20600004e+01,0
"02","103","999","0518",1,6528,4.60200005e+01,0
"02","103","999","0546",4,668,4.71000004e+00,0
"02","103","999","0567",6,70,4.90000010e-01,0
"02","103","999","0574",2,3799,2.67800007e+01,0
"02","103","999","0810",7,50,3.49999994e-01,0
"02","103","999","0813",9,35,2.50000000e-01,0
"02","103","999","0814",8,39,2.70000011e-01,0
"02","107","999","0008",10,417,4.60000008e-01,0
"02","107","999","0298",11,342,3.79999995e-01,0
"02","107","999","0301",12,169,1.89999998e-01,0
"02","107","999","0503",5,2166,2.38000011e+00,0
"02","107","999","0511",3,14065,1.54600000e+01,0
"02","107","999","0518",1,32712,3.59399986e+01,0
"02","107","999","0546",4,5462,6.00000000e+00,0
"02","107","999","0567",7,647,7.09999979e-01,0
"02","107","999","0574",2,25864,2.84200001e+01,0
"02","107","999","0810",8,646,7.09999979e-01,0
"02","107","999","0813",6,1248,1.37000000e+00,0
"02","107","999","0814",9,460,5.09999990e-01,0
"02","108","999","0008",9,118,3.30000013e-01,0
"02","108","999","0298",12,71,2.00000003e-01,0
"02","108","999","0301",11,79,2.19999999e-01,0
"02","108","999","0503",5,647,1.78999996e+00,0
"02","108","999","0511",3,5450,1.50500002e+01,0
"02","108","999","0518",1,16483,4.55099983e+01,0
"02","108","999","0546",4,1949,5.38000011e+00,0
"02","108","999","0567",7,313,8.60000014e-01,0
"02","108","999","0574",2,7468,2.06200008e+01,0
"02","108","999","0810",8,140,3.89999986e-01,0
"02","108","999","0813",6,496,1.37000000e+00,0
"02","108","999","0814",10,100,2.80000001e-01,0
"02","109","999","0008",13,57,1.70000002e-01,0
"02","109","999","0268",11,119,3.49999994e-01,0
"02","109","999","0298",12,62,1.80000007e-01,0
"02","109","999","0301",6,408,1.19000006e+00,0
"02","109","999","0503",5,728,2.13000011e+00,0
"02","109","999","0511",3,6095,1.78500004e+01,0
"02","109","999","0518",2,9038,2.64699993e+01,0
"02","109","999","0527",14,52,1.50000006e-01,0
"02","109","999","0546",4,1958,5.73000002e+00,0
"02","109","999","0567",7,348,1.01999998e+00,0
"02","109","999","0574",1,10994,3.22000008e+01,0
"02","109","999","0810",9,273,8.00000012e-01,0
"02","109","999","0813",8,296,8.70000005e-01,0
"02","109","999","0814",10,170,5.00000000e-01,0
"02","114","999","0008",11,6,5.99999987e-02,0
"02","114","999","0298",10,17,1.80000007e-01,0
"02","114","999","0301",9,23,2.39999995e-01,0
"02","114","999","0503",5,285,3.00999999e+00,0
"02","114","999","0511",4,1014,1.06899996e+01,0
"02","114","999","0518",1,4275,4.50800018e+01,0
"02","114","999","0546",2,2014,2.12399998e+01,0
"02","114","999","0567",7,48,5.09999990e-01,0
"02","114","999","0574",3,1175,1.23900003e+01,0
"02","114","999","0810",12,0,0.00000000e+00,0
"02","114","999","0813",6,51,5.40000021e-01,0
"02","114","999","0814",8,45,4.69999999e-01,0
"02","117","999","0008",12,27,7.00000003e-02,0
"02","117","999","0298",8,104,2.80000001e-01,0
"02","117","999","0301",11,78,2.09999993e-01,0
"02","117","999","0503",4,1110,3.02999997e+00,0
"02","117","999","0511",3,7268,1.98400002e+01,0
"02","117","999","0518",1,13349,3.64399986e+01,0
"02","117","999","0546",5,1052,2.86999989e+00,0
"02","117","999","0567",6,147,4.00000006e-01,0
"02","117","999","0574",2,9057,2.47199993e+01,0
"02","117","999","0810",7,133,3.60000014e-01,0
"02","117","999","0813",10,92,2.50000000e-01,0
"02","117","999","0814",9,96,2.59999990e-01,0
"02","120","999","0008",11,2,3.99999991e-02,0
"02","120","999","0298",10,6,1.09999999e-01,0
"02","120","999","0301",9,8,1.40000001e-01,0
"02","120","999","0503",5,74,1.34000003e+00,0
"02","120","999","0511",4,253,4.57999992e+00,0
"02","120","999","0518",2,1733,3.13799992e+01,0
"02","120","999","0546",1,2435,4.40900002e+01,0
"02","120","999","0567",6,17,3.10000002e-01,0
"02","120","999","0574",3,676,1.22399998e+01,0
"02","120","999","0810",12,0,0.00000000e+00,0
"02","120","999","0813",7,12,2.19999999e-01,0
"02","120","999","0814",8,11,2.00000003e-01,0
"02","124","999","0008",10,21,1.19999997e-01,0
"02","124","999","0298",12,0,0.00000000e+00,0
"02","124","999","0301",7,89,5.00000000e-01,0
"02","124","999","0503",5,283,1.60000002e+00,0
"02","124","999","0511",3,2560,1.44399996e+01,0
"02","124","999","0518",1,6052,3.41300011e+01,0
"02","124","999","0546",4,1536,8.65999985e+00,0
"02","124","999","0567",8,87,4.90000010e-01,0
"02","124","999","0574",2,3164,1.78400002e+01,0
"02","124","999","0810",11,14,7.99999982e-02,0
"02","124","999","0813",6,156,8.79999995e-01,0
"02","124","999","0814",9,65,3.70000005e-01,0
"02","125","999","0008",12,154,2.19999999e-01,0
"02","125","999","0298",11,255,3.60000014e-01,0
"02","125","999","0301",10,293,4.19999987e-01,0
"02","125","999","0503",5,1963,2.77999997e+00,0
"02","125","999","0511",3,10562,1.49799995e+01,0
"02","125","999","0518",2,22195,3.14799995e+01,0
"02","125","999","0546",4,2365,3.34999990e+00,0
"02","125","999","0567",7,636,8.99999976e-01,0
"02","125","999","0574",1,25716,3.64700012e+01,0
"02","125","999","0810",9,374,5.29999971e-01,0
"02","125","999","0813",6,659,9.30000007e-01,0
"02","125","999","0814",8,444,6.29999995e-01,0
"02","126","999","0008",9,7,1.50000006e-01,0
"02","126","999","0298",10,6,1.29999995e-01,0
"02","126","999","0301",7,11,2.39999995e-01,0
"02","126","999","0503",5,49,1.04999995e+00,0
"02","126","999","0511",3,477,1.01999998e+01,0
"02","126","999","0518",2,1694,3.62200012e+01,0
"02","126","999","0546",4,74,1.58000004e+00,0
"02","126","999","0567",6,16,3.40000004e-01,0
"02","126","999","0574",1,1860,3.97700005e+01,0
"02","126","999","0810",12,0,0.00000000e+00,0
"02","126","999","0813",11,5,1.09999999e-01,0
"02","126","999","0814",8,8,1.70000002e-01,0
"02","128","999","0008",13,93,2.00000003e-01,0
"02","128","999","0268",14,2,0.00000000e+00,0
"02","128","999","0298",10,245,5.29999971e-01,0
"02","128","999","0301",8,326,6.99999988e-01,0
"02","128","999","0503",5,1626,3.50999999e+00,0
"02","128","999","0511",2,9733,2.10300007e+01,0
"02","128","999","0518",3,8134,1.75699997e+01,0
"02","128","999","0527",12,126,2.70000011e-01,0
"02","128","999","0546",4,2898,6.26000023e+00,0
"02","128","999","0567",6,399,8.60000014e-01,0
"02","128","999","0574",1,16977,3.66800003e+01,0
"02","128","999","0810",11,155,3.30000013e-01,0
"02","128","999","0813",7,398,8.60000014e-01,0
"02","128","999","0814",9,294,6.39999986e-01,0
"02","131","999","0008",13,7,1.00000001e-01,0
"02","131","999","0268",14,1,9.99999978e-03,0
"02","131","999","0298",10,15,2.09999993e-01,0
"02","131","999","0301",8,23,3.30000013e-01,0
"02","131","999","0503",5,159,2.25999999e+00,0
"02","131","999","0511",3,497,7.05000019e+00,0
"02","131","999","0518",1,3272,4.64199982e+01,0
"02","131","999","0527",12,9,1.29999995e-01,0
"02","131","999","0546",4,172,2.44000006e+00,0
"02","131","999","0567",6,63,8.89999986e-01,0
"02","131","999","0574",2,2350,3.33400002e+01,0
"02","131","999","0810",7,39,5.50000012e-01,0
"02","131","999","0813",9,20,2.80000001e-01,0
"02","131","999","0814",11,15,2.09999993e-01,0
"02","132","999","0008",11,243,2.70000011e-01,0
"02","132","999","0268",13,198,2.19999999e-01,0
"02","132","999","0298",12,238,2.70000011e-01,0
"02","132","999","0301",14,174,2.00000003e-01,0
"02","132","999","0503",5,3429,3.85999990e+00,0
"02","132","999","0511",3,13659,1.53699999e+01,0
"02","132","999","0518",2,22217,2.50000000e+01,0
"02","132","999","0527",10,423,4.79999989e-01,0
"02","132","999","0546",4,4707,5.30000019e+00,0
"02","132","999","0567",6,894,1.00999999e+00,0
"02","132","999","0574",1,34618,3.89500008e+01,0
"02","132","999","0810",7,593,6.70000017e-01,0
"02","132","999","0813",9,489,5.50000012e-01,0
"02","132","999","0814",8,564,6.29999995e-01,0
"02","992","999","0008",11,1465,3.30000013e-01,0
"02","992","999","0298",12,1213,2.80000001e-01,0
"02","992","999","0301",10,1695,3.89999986e-01,0
"02","992","999","0503",5,9730,2.22000003e+00,0
"02","992","999","0511",3,64895,1.48199997e+01,0
"02","992","999","0518",1,169723,3.87500000e+01,0
"02","992","999","0546",4,23904,5.46000004e+00,0
"02","992","999","0567",7,2915,6.70000017e-01,0
"02","992","999","0574",2,116725,2.66499996e+01,0
"02","992","999","0810",8,1961,4.49999988e-01,0
"02","992","999","0813",6,5960,1.36000001e+00,0
"02","992","999","0814",9,1960,4.49999988e-01,0
"02","993","999","0008",13,5777,1.80000007e-01,0
"02","993","999","0268",14,550,1.99999996e-02,0
"02","993","999","0298",12,6127,1.89999998e-01,0
"02","993","999","0301",9,10188,3.19999993e-01,0
"02","993","999","0503",5,123078,3.91000009e+00,0
"02","993","999","0511",3,428727,1.36199999e+01,0
"02","993","999","0518",2,888829,2.82299995e+01,0
"02","993","999","0527",11,7631,2.39999995e-01,0
"02","993","999","0546",4,164928,5.23999977e+00,0
"02","993","999","0567",6,36799,1.16999996e+00,0
"02","993","999","0574",1,1238297,3.93300018e+01,0
"02","993","999","0810",10,10121,3.19999993e-01,0
"02","993","999","0813",7,21019,6.70000017e-01,0
"02","993","999","0814",8,16019,5.09999990e-01,0
"02","996","999","0008",11,1045,2.30000004e-01,0
"02","996","999","0298",12,983,2.19999999e-01,0
"02","996","999","0301",9,1991,4.39999998e-01,0
"02","996","999","0503",5,13816,3.07999992e+00,0
"02","996","999","0511",3,58363,1.30299997e+01,0
"02","996","999","0518",1,193606,4.32099991e+01,0
"02","996","999","0546",4,29861,6.65999985e+00,0
"02","996","999","0567",6,3074,6.89999998e-01,0
"02","996","999","0574",2,96621,2.15699997e+01,0
"02","996","999","0810",10,1210,2.70000011e-01,0
"02","996","999","0813",7,2377,5.29999971e-01,0
"02","996","999","0814",8,1999,4.49999988e-01,0
"02","998","999","0008",10,3755,9.59999979e-01,0
"02","998","999","0298",13,1106,2.80000001e-01,0
"02","998","999","0301",7,6322,1.62000000e+00,0
"02","998","999","0503",5,18949,4.84999990e+00,0
"02","998","999","0511",3,46919,1.20100002e+01,0
"02","998","999","0518",1,154660,3.95999985e+01,0
"02","998","999","0527",14,862,2.19999999e-01,0
"02","998","999","0546",4,26512,6.78999996e+00,0
"02","998","999","0567",6,6344,1.62000000e+00,0
"02","998","999","0574",2,94812,2.42800007e+01,0
"02","998","999","0809",8,5416,1.38999999e+00,0
"02","998","999","0810",11,2359,6.00000024e-01,0
"02","998","999","0813",9,4124,1.05999994e+00,0
"02","998","999","0814",12,1848,4.69999999e-01,0
"02","999","999","0008",11,12042,2.70000011e-01,0
"02","999","999","0268",15,550,9.99999978e-03,0
"02","999","999","0298",12,9429,2.09999993e-01,0
"02","999","999","0301",9,20196,4.60000008e-01,0
"02","999","999","0503",5,165573,3.74000001e+00,0
"02","999","999","0511",3,598904,1.35299997e+01,0
"02","999","999","0518",2,1406818,3.17900009e+01,0
"02","999","999","0527",13,8493,1.89999998e-01,0
"02","999","999","0546",4,245205,5.53999996e+00,0
"02","999","999","0567",6,49132,1.11000001e+00,0
"02","999","999","0574",1,1546455,3.49500008e+01,0
"02","999","999","0809",14,5416,1.19999997e-01,0
"02","999","999","0810",10,15651,3.49999994e-01,0
"02","999","999","0813",7,33480,7.59999990e-01,0
"02","999","999","0814",8,21826,4.90000010e-01,0
"03","001","035","0033",8,753,1.00999999e+00,0
"03","001","035","0194",3,3563,4.76000023e+00,0
"03","001","035","0215",7,1068,1.42999995e+00,0
"03","001","035","0216",6,1237,1.64999998e+00,0
"03","001","035","0542",2,28289,3.77999992e+01,0
"03","001","035","0544",4,3008,4.01999998e+00,0
"03","001","035","0547",1,32260,4.31100006e+01,0
"03","001","035","0807",5,1380,1.84000003e+00,0
"03","001","999","0033",8,753,1.00999999e+00,0
"03","001","999","0194",3,3563,4.76000023e+00,0
"03","001","999","0215",7,1068,1.42999995e+00,0
"03","001","999","0216",6,1237,1.64999998e+00,0
"03","001","999","0542",2,28289,3.77999992e+01,0
"03","001","999","0544",4,3008,4.01999998e+00,0
"03","001","999","0547",1,32260,4.31100006e+01,0
"03","001","999","0807",5,1380,1.84000003e+00,0
"03","002","006","0033",6,9,3.00000012e-01,0
"03","002","006","0194",5,17,5.69999993e-01,0
"03","002","006","0215",7,6,2.00000003e-01,0
"03","002","006","0216",3,59,1.99000001e+00,0
"03","002","006","0542",2,755,2.54899998e+01,0
"03","002","006","0544",4,47,1.59000003e+00,0
"03","002","006","0547",1,1989,6.71500015e+01,0
"03","002","006","0807",8,6,2.00000003e-01,0
